Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Pocz. zakłóc. (godz.);Koniec zakłóc.(godz.);Przestój;Urządzenie;Lokalizacja funkc.;Lokalizacja;Opis;Czas przestoju;Jedn. czasu przest.;Wpływ;Kod uszkodzenia;Tekst dot. szkody;Kod przyczyny;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu
12662893;PT;26.05.2025;06:36:18;00:00:00;;10129244;PLPA-PR-U11-010717;UGP11;NAPRAWA SERWISOWA AUTOMATYCZNYCH ZGRZEWA;0,00E+00;H;;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Automatyczna zgrzewarka folii 2
12662894;PT;26.05.2025;06:46:10;00:00:00;;10117889;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PRZEKŁADACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2- Przekładacz wafla 2
12662895;PT;26.05.2025;06:49:15;00:00:00;;10117886;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2 - Moduł tnący 1
12662896;PT;26.05.2025;06:50:22;00:00:00;;10117887;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2- Moduł tnący 2
12662898;PT;26.05.2025;06:52:31;00:00:00;;10127128;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PODAJNIKA MIGDAŁA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Podajnik migdała Labotek
12662899;PT;26.05.2025;06:54:08;00:00:00;;10117888;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PRZEKŁADACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2- Przekładacz wafla 1            002095
12662903;PT;26.05.2025;07:01:15;00:00:00;;10117908;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD DOCISKACZA FORM;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Dociskacz form 1
12662904;PT;26.05.2025;07:29:26;00:00:00;;10118149;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD DOCISKACZA FORM;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Dociskacz form 2                005067
12662905;PT;26.05.2025;07:31:05;00:00:00;;10117915;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PRZEKŁADACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 2   005114
12662906;PT;26.05.2025;07:32:50;00:00:00;;10149887;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WENTYLATORÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Wentylatory
12662907;PT;26.05.2025;07:34:15;00:00:00;;10118745;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD  SIATKI;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Transporter siatkowy
12662908;PT;26.05.2025;07:35:24;00:00:00;;10117966;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD CZUJNIKÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dozowania produktu
12662909;PT;26.05.2025;07:37:13;00:00:00;;10132685;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD SZAF STEROWNICZYCH;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół szaf elektrycznych
12662970;PT;26.05.2025;07:40:13;00:00:00;;10116400;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD WYMIANA NOŻY;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 5
12662972;PT;26.05.2025;07:52:10;00:00:00;;10079568;PLPA-PR-U11-010703-006;UGP11;PRZEGLĄD PAKOWARKI;0,00E+00;H;;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 3   2726
12662973;PT;26.05.2025;07:53:54;00:00:00;;10079710;PLPA-PR-U11-010703-006;UGP11;PRZEGLĄD KARTONIARKI;0,00E+00;H;;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka /do display T3, T4 /
12662974;PT;26.05.2025;08:02:19;00:00:00;;10152108;PLPA-PR-U11-010703-002;UGP11;PRZEGLĄD KARTONIARKI;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Kartoniarka T23
12663071;1P;26.05.2025;08:14:07;10:05:53;X;10115783;PLPA-PR-U11-010703-006;UGP11;Uszkodzone ssawki protonów;1,86E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12662979;PT;26.05.2025;08:12:13;00:00:00;;10116419;PLPA-PR-U11-010703-002;UGP11;WYMIANA FILTRÓW ODKURZACZA;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Odkurzacz
12663003;1P;26.05.2025;10:18:47;18:13:31;X;10117944;PLPA-PR-U11-010703-003;UGP11;Karmel i opiłki metalu;3,19E+01;H;3;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Oblewarka
12663294;PT;26.05.2025;11:15:56;00:00:00;;10138398;PLPA-PR-U11-010703-002;UGP11;WYMIANA FILTRÓW ODKURZACZA;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Odkurzacz
12663089;1P;26.05.2025;11:48:00;17:58:50;X;10117959;PLPA-PR-U11-010703-003;UGP11;Wymiana czujników na górze;6,18E+00;H;2;107;Awaria sterowania;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dystrybucji tac 24x6
12663981;1P;26.05.2025;18:52:12;21:16:10;X;10116403;PLPA-PR-U11-010703-004;UGP11;Brak grzania noży;2,40E+00;H;2;111;Brak zasilania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12663975;1P;26.05.2025;18:47:53;00:35:32;;10117966;PLPA-PR-U11-010703-003;UGP11;Problem z uruchomieniem;0,00E+00;H;3;107;Awaria sterowania;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dozowania produktu
12663988;1P;26.05.2025;21:16:34;00:35:07;;10116403;PLPA-PR-U11-010703-004;UGP11;Problem z uruchomieniem maszyny;0,00E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12664173;1P;26.05.2025;22:09:26;22:50:00;X;10116556;PLPA-PR-U11-010703-007;UGP11;AWARIA WAGI;6,76E-01;H;3;107;Awaria sterowania;112;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Waga wielogłowicowa
12664007;1P;26.05.2025;23:10:49;00:34:52;X;10116401;PLPA-PR-U11-010703-004;UGP11;Ogólny alarm;1,40E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12664305;1P;27.05.2025;03:32:46;05:38:51;;10115783;PLPA-PR-U11-010703-006;UGP11;Brak zaginacza skrzydełek kartona;0,00E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12664219;1P;27.05.2025;06:29:57;07:10:29;X;10115782;PLPA-PR-U11-010703-004;UGP11;Porwany pas za gwiazdą;6,76E-01;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12664482;1P;27.05.2025;07:11:07;00:00:00;X;10115783;PLPA-PR-U11-010703-006;UGP11;Transporter Flexlink na wyjściu maszyny;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12664388;1P;27.05.2025;07:20:18;11:11:57;X;10132057;PLPA-PR-U11-010721;UGP11;Ułamany docisk stikera;3,86E+00;H;3;104;Złamanie;108;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół etykietowania
12664447;1P;27.05.2025;09:27:04;11:12:12;X;10116394;PLPA-PR-U11-010703-004;UGP11;Regulacja nóż;1,75E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12664903;1P;27.05.2025;11:12:33;18:13:15;X;10087519;PLPA-PR-U11-010717;UGP11;Urwany siłownik;7,01E+00;H;3;104;Złamanie;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12665111;1P;27.05.2025;15:18:01;16:06:10;;10158831;PLPA-PR-U11-010703-006;UGP11;Regulacja magazynku.;0,00E+00;H;3;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12665478;1P;27.05.2025;21:09:33;22:02:04;X;10152112;PLPA-PR-U11-010703-002;UGP11;Uszkodzony czujnik ruchu;8,75E-01;H;3;110;Przerwa w obwodzie;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12665829;1P;28.05.2025;01:12:18;02:03:20;X;10118184;PLPA-PR-U11-010703-003;UGP11;Zerwana piła;8,51E-01;H;2;104;Złamanie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12666005;1P;28.05.2025;09:21:52;10:48:31;X;10115784;PLPA-PR-U11-010703-006;UGP11;Prowadnica pod gwiazda uszkadza formate;1,44E+00;H;3;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12666006;1P;28.05.2025;10:24:49;00:00:00;;10229889;PLPA-UT-041-100000-005;UGP11;NAPRAWA PROWADNIC;0,00E+00;H;3;;;;Washing machine 4 RAF/TAB;PLPA-UT-041-100000;Aminex,Myjki,Control Room,Mielenie odpad;1-Myjka form RAFFAELLO/TABLETS
12666032;1P;28.05.2025;07:10:06;10:14:04;X;10116561;PLPA-PR-U11-010703-007;UGP11;Awaria karoniarki;3,07E+00;H;3;102;Zacinanie się;;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Maszyna formująca kartony
12666946;1P;28.05.2025;18:45:16;23:00:56;X;10115782;PLPA-PR-U11-010703-004;UGP11;Regulacja nóż;4,26E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12666995;1P;28.05.2025;21:02:46;23:00:42;X;10115783;PLPA-PR-U11-010703-006;UGP11;Kartoniarka Displej regulacja;1,97E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12667035;1P;28.05.2025;21:39:12;23:00:26;X;10158831;PLPA-PR-U11-010703-006;UGP11;Regulacja zamykania display;1,35E+00;H;2;102;Zacinanie się;104;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12667140;1P;28.05.2025;23:36:34;02:02:25;X;10116401;PLPA-PR-U11-010703-004;UGP11;Porwany pas pod przekładacie;2,43E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12667494;1P;29.05.2025;04:47:36;05:54:27;X;10116394;PLPA-PR-U11-010703-004;UGP11;Regulacja noży;1,11E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12667485;1P;29.05.2025;03:20:02;05:42:54;X;10132055;PLPA-PR-U11-010721;UGP11;Urwany siłownik;2,38E+00;H;3;100;Deformacja;108;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12667593;1P;29.05.2025;05:40:58;16:16:15;X;10158831;PLPA-PR-U11-010703-006;UGP11;Kartoniarka zbiorcza niekończąca  cyklu;1,06E+01;H;2;107;Awaria sterowania;110;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12667578;1P;29.05.2025;07:37:47;00:00:00;;10229889;PLPA-UT-041-100000-005;UGP11;ŚRODEK RM 110 ASF 6.295-341 1L KARCHER-M;0,00E+00;H;3;;;;Washing machine 4 RAF/TAB;PLPA-UT-041-100000;Aminex,Myjki,Control Room,Mielenie odpad;1-Myjka form RAFFAELLO/TABLETS
12667692;1P;29.05.2025;07:56:53;09:11:22;X;10118184;PLPA-PR-U11-010703-003;UGP11;Zerwana piła nr 1;1,24E+00;H;2;104;Złamanie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12668220;1P;29.05.2025;15:01:40;06:59:28;X;10116466;PLPA-PR-U11-010718;UGP11;Wolna praca przepychacza pneumatycznego;1,60E+01;H;2;102;Zacinanie się;108;LINIA WAŻĄCO-PAKUJĄCA 8 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Linia pakowania Piatta
12668241;1P;29.05.2025;16:15:24;23:13:25;;10116394;PLPA-PR-U11-010703-004;UGP11;Brak szczelności;0,00E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12667738;1P;29.05.2025;15:00:34;00:00:00;X;10116466;PLPA-PR-U11-010718;UGP11;Wolna praca przepychacza pneumatycznego;0,00E+00;H;2;;;;LINIA WAŻĄCO-PAKUJĄCA 8 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Linia pakowania Piatta
12668245;1P;29.05.2025;16:18:37;17:53:04;;10116398;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;0,00E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12668217;1P;29.05.2025;18:21:19;23:12:35;X;10158831;PLPA-PR-U11-010703-006;UGP11;Awaria zamykania kartonu zbiorczego;4,85E+00;H;3;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12668509;1P;29.05.2025;23:13:42;04:12:33;X;10116394;PLPA-PR-U11-010703-004;UGP11;Dziury w zgrzewie poprzecznym foli NOŻY;4,98E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12668587;1P;30.05.2025;04:17:34;00:00:00;X;10118184;PLPA-PR-U11-010703-003;UGP11;Pęknięta piła wafla;0,00E+00;H;2;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12668694;1P;30.05.2025;03:02:37;04:12:16;X;10115783;PLPA-PR-U11-010703-006;UGP11;Kolizja pobierakow pirotino z łańcuchem;1,16E+00;H;3;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12668684;1P;30.05.2025;04:41:45;00:00:00;X;10118184;PLPA-PR-U11-010703-003;UGP11;Uszkodzona osłona piły wafla;0,00E+00;H;1;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12668832;1P;30.05.2025;04:11:16;15:17:57;X;10116594;PLPA-PR-U11-010703-005;UGP11;Uszkodzony napęd kartoniarki 1;1,11E+01;H;3;104;Złamanie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12668860;1P;30.05.2025;04:45:22;00:00:00;X;10118184;PLPA-PR-U11-010703-003;UGP11;WYMIANA PĘKNIĘTEJ PIŁY;0,00E+00;H;3;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12668821;1P;30.05.2025;06:38:57;10:10:59;X;10117910;PLPA-PR-U11-010703-003;UGP11;Awaria wentylatora chłodni nr1;3,53E+00;H;2;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12668853;1P;30.05.2025;06:37:41;10:38:44;X;10117910;PLPA-PR-U11-010703-003;UGP11;Awaria wentylatora chłodninr1;4,02E+00;H;2;103;Zużycie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12668982;1P;30.05.2025;08:38:16;10:38:30;X;10116831;PLPA-PR-U11-010717;UGP11;Awaria łap od dolnej folii;2,00E+00;H;2;102;Zacinanie się;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 3     003775
12669089;1P;30.05.2025;13:03:50;17:45:26;X;10152112;PLPA-PR-U11-010703-002;UGP11;Uszkodzony napęd kartonarki;4,69E+00;H;3;104;Złamanie;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12669370;1P;30.05.2025;15:22:49;17:45:41;X;10116593;PLPA-PR-U11-010703-005;UGP11;Awaria windy przed czapkarką;2,38E+00;H;3;104;Złamanie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12669293;1P;30.05.2025;15:28:54;00:00:00;X;10116594;PLPA-PR-U11-010703-005;UGP11;Awaria składania kartonika kart.1;0,00E+00;H;3;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12669226;1P;30.05.2025;15:27:33;00:00:00;X;10116594;PLPA-PR-U11-010703-005;UGP11;Awaria składania kartonika kar.2;0,00E+00;H;3;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12669372;1P;30.05.2025;16:13:01;17:24:40;X;10118184;PLPA-PR-U11-010703-003;UGP11;Zerwana piła;1,19E+00;H;2;104;Złamanie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12669341;1P;30.05.2025;18:40:47;23:01:31;X;10116594;PLPA-PR-U11-010703-005;UGP11;Kart nr.2 awaria formowania;4,35E+00;H;2;103;Zużycie;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12670062;1P;30.05.2025;22:21:40;05:38:57;X;10116394;PLPA-PR-U11-010703-004;UGP11;Ogólny alarm m70;7,29E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12670265;1P;31.05.2025;06:06:06;18:51:30;X;10116830;PLPA-PR-U11-010717;UGP11;Awaria transportera białego tac;1,28E+01;H;3;103;Zużycie;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12670655;1P;31.05.2025;16:28:17;17:46:54;X;10117910;PLPA-PR-U11-010703-003;UGP11;Częste zablokowania form na wyjściu;1,31E+00;H;3;102;Zacinanie się;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12670774;1P;31.05.2025;19:16:13;20:38:07;X;10117910;PLPA-PR-U11-010703-003;UGP11;Zablokowana chłodnia;1,37E+00;H;3;105;Zatkanie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12670930;1P;01.06.2025;02:34:55;04:05:06;X;10117910;PLPA-PR-U11-010703-003;UGP11;Zablokowana chłodnia;1,50E+00;H;3;105;Zatkanie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12670754;1P;01.06.2025;00:20:36;00:39:10;X;10166539;PLPA-PR-U11-010717;UGP11;USZKODZONE GRZAŁKI;3,09E-01;H;3;112;Awria zasilania;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Przekładacz produktu do IPE 1   005109
12671016;1P;01.06.2025;12:38:31;14:00:33;X;10087519;PLPA-PR-U11-010717;UGP11;Zużyte gumki nawette;1,37E+00;H;2;103;Zużycie;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12670848;1P;01.06.2025;13:46:56;15:36:53;X;10116398;PLPA-PR-U11-010703-004;UGP11;Uszkodzony pas przed gwiazdą;1,83E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12671225;1P;01.06.2025;18:39:54;23:11:21;X;10118185;PLPA-PR-U11-010703-003;UGP11;Uszkodzona piła;4,52E+00;H;2;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 2
12671236;1P;01.06.2025;19:18:15;22:49:43;X;10152109;PLPA-PR-U11-010703-002;UGP11;Pęknięte blachy zamykania;3,52E+00;H;1;104;Złamanie;108;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12671283;1P;02.06.2025;01:13:47;00:00:00;X;10087519;PLPA-PR-U11-010717;UGP11;GRZALKI;0,00E+00;H;3;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12671390;1P;01.06.2025;21:22:18;00:00:00;X;10087519;PLPA-PR-U11-010717;UGP11;Grzałka zgrzew wstępna do wymiany;0,00E+00;H;3;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12670799;1P;01.06.2025;22:51:17;04:11:41;X;10116568;PLPA-PR-U11-010703-005;UGP11;Awaria kartoniarki 6;5,34E+00;H;3;103;Zużycie;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12671406;1P;01.06.2025;23:24:26;01:45:08;X;10115782;PLPA-PR-U11-010703-004;UGP11;Regulacja nóż;2,35E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12671580;1P;02.06.2025;01:17:32;00:00:00;X;10087519;PLPA-PR-U11-010717;UGP11;Przełącznik zgrzew wstępny do wymiany;0,00E+00;H;3;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12671695;1P;02.06.2025;08:02:20;07:39:48;X;10116593;PLPA-PR-U11-010703-005;UGP11;Awaria stycznia;1,92E+02;H;2;107;Awaria sterowania;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12671289;1P;02.06.2025;06:00:00;14:07:24;X;10087519;PLPA-PR-U11-010717;UGP11;Awaria zgrzewu wstępnego;8,12E+00;H;3;109;Zwarcie;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
